city.name,species,diameter,height,climate
Bristol,Amelanchier - Species Unknown,No Code Allocated,NA,Cfb
Bristol,Amelanchier - Species Unknown,No Code Allocated,NA,Cfb
Bristol,Acer platanoides,47,NA,Cfb
Bristol,Acer platanoides,62,NA,Cfb
Bristol,Acer platanoides cv,28,NA,Cfb
Bristol,Tilia x europea,66,NA,Cfb
Bristol,Tilia - Species Unknown,27,NA,Cfb
Bristol,Pinus nigra laricio,67,NA,Cfb
Bristol,Ulmus 'New Horizon',No Code Allocated,NA,Cfb
Bristol,Acer platanoides,7,NA,Cfb
Bristol,Platanus x acerifolia,67,NA,Cfb
Bristol,Sorbus aucuparia,11,NA,Cfb
Bristol,Tilia x europea,59,NA,Cfb
Bristol,Fraxinus excelsior,9,NA,Cfb
Bristol,Tilia cordata,54,NA,Cfb
Bristol,Acer campestre,15,NA,Cfb
Bristol,Fraxinus excelsior,10,NA,Cfb
Bristol,Acer pseudoplatanus,66,NA,Cfb
Bristol,Populus x canadensis,118,NA,Cfb
Bristol,Ulmus procera,25,NA,Cfb
Bristol,Tilia x europea,54,NA,Cfb
Bristol,Tilia x europea,65,NA,Cfb
Bristol,Acer campestre,17,NA,Cfb
Bristol,Salix x sepulcralis chrysocoma,71,NA,Cfb
Bristol,Fraxinus excelsior,6,NA,Cfb
Bristol,Prunus avium Plena,15,NA,Cfb
Bristol,Fraxinus excelsior,70,NA,Cfb
Bristol,Prunus avium,17,NA,Cfb
Bristol,Acer campestre,6,NA,Cfb
Bristol,Prunus cerasifera Pissardii,28,NA,Cfb
Bristol,Prunus dulcis,10,NA,Cfb
Bristol,Fagus sylvatica,53,NA,Cfb
Bristol,Tilia x europea,73,NA,Cfb
Bristol,Malus tschonoskii,No Code Allocated,NA,Cfb
Bristol,ZZ Tree stump,52,NA,Cfb
Bristol,Ulmus 'New Horizon',6,NA,Cfb
Bristol,Ulmus 'New Horizon',6,NA,Cfb
Bristol,"Acer campestre ""Street Wise""",6,NA,Cfb
Bristol,Tilia oliveri,No Code Allocated,NA,Cfb
Bristol,Tilia oliveri,6,NA,Cfb
Bristol,Tilia mongolica,No Code Allocated,NA,Cfb
Bristol,Tilia - Species Unknown,57,NA,Cfb
Bristol,Pyrus calleryana Chanticleer,6,NA,Cfb
Bristol,Tilia - Species Unknown,52,NA,Cfb
Bristol,Prunus Sunset Boulevard,No Code Allocated,NA,Cfb
Bristol,Prunus Sunset Boulevard,No Code Allocated,NA,Cfb
Bristol,Platanus x acerifolia,72,NA,Cfb
Bristol,Pinus nigra laricio,75,NA,Cfb
Bristol,Tilia x europea,95,NA,Cfb
Bristol,Quercus robur,5,NA,Cfb
Bristol,Prunus cerasifera Pissardii,36 Centrimetres,NA,Cfb
Bristol,Acer negundo,10,NA,Cfb
Bristol,Betula pendula,No Code Allocated,NA,Cfb
Bristol,Amelanchier lamarckii Robin H,No Code Allocated,NA,Cfb
Bristol,Pinus sylvestris,24,NA,Cfb
Bristol,Sorbus aucuparia 'Streetwise',No Code Allocated,NA,Cfb
Bristol,Ulmus - Species Unknown,20,NA,Cfb
Bristol,Crataegus - Species Unknown,15,NA,Cfb
Bristol,Acer platanoides,20,NA,Cfb
Bristol,Betula utilis jacquemontii,19,NA,Cfb
Bristol,Prunus - Species Unknown,20,NA,Cfb
Bristol,Acer pseudoplatanus,27,NA,Cfb
Bristol,Acer platanoides Drummondii,16,NA,Cfb
Bristol,Aesculus hippocastanum,27,NA,Cfb
Bristol,Sambucus nigra,2,NA,Cfb
Bristol,Quercus robur,12,NA,Cfb
Bristol,Quercus robur,12,NA,Cfb
Bristol,Acer pseudoplatanus,90,NA,Cfb
Bristol,Chamaecyparis lawsoniana Lutea,No Code Allocated,NA,Cfb
Bristol,Crataegus monogyna 'Stricta',23,NA,Cfb
Bristol,Acer platanoides,50,NA,Cfb
Bristol,Betula pendula,19,NA,Cfb
Bristol,Sorbus aria,4,NA,Cfb
Bristol,Sorbus aria,4,NA,Cfb
Bristol,Sorbus aria,4,NA,Cfb
Bristol,ZZ Tree stump,44,NA,Cfb
Bristol,Tilia x europea,48,NA,Cfb
Bristol,Tilia x europea,45,NA,Cfb
Bristol,Tilia x europea,36 Centrimetres,NA,Cfb
Bristol,Platanus x acerifolia,60,NA,Cfb
Bristol,Tilia x europea,63,NA,Cfb
Bristol,Tilia x europea,50,NA,Cfb
Bristol,Quercus rubra,15,NA,Cfb
Bristol,Tilia x europea,53,NA,Cfb
Bristol,Tilia x europea,52,NA,Cfb
Bristol,Prunus padus,36 Centrimetres,NA,Cfb
Bristol,Sorbus aria,No Code Allocated,NA,Cfb
Bristol,Alnus cordata,35,NA,Cfb
Bristol,Acer pseudoplatanus,68,NA,Cfb
Bristol,No Code Allocated,No Code Allocated,NA,Cfb
Bristol,Salix fragilis,52,NA,Cfb
Bristol,Aesculus hippocastanum,93,NA,Cfb
Bristol,Quercus robur,106,NA,Cfb
Bristol,Pinus nigra nigra,61,NA,Cfb
Bristol,Pinus sylvestris,15,NA,Cfb
Bristol,Betula pendula Dalecarlica,25,NA,Cfb
Bristol,Carpinus betulus Fastigiata,39,NA,Cfb
Bristol,Carpinus betulus Fastigiata,36 Centrimetres,NA,Cfb
Bristol,Pyrus calleryana Chanticleer,No Code Allocated,NA,Cfb
Bristol,Sorbus aucuparia,13,NA,Cfb
Bristol,Robinia pseudoacacia,41,NA,Cfb
Bristol,Pinus sylvestris,24,NA,Cfb
Bristol,Betula pendula,No Code Allocated,NA,Cfb
Bristol,Acer pseudoplatanus,50,NA,Cfb
Bristol,Acer pseudoplatanus,41,NA,Cfb
Bristol,Aesculus hippocastanum,No Code Allocated,NA,Cfb
Bristol,Prunus avium Plena,15,NA,Cfb
Bristol,Tilia x euchlora,67,NA,Cfb
Bristol,Tilia x europea,71,NA,Cfb
Bristol,Sorbus aucuparia,9,NA,Cfb
Bristol,Betula pendula,41,NA,Cfb
Bristol,Tilia x euchlora,77,NA,Cfb
Bristol,Tilia x europea,66,NA,Cfb
Bristol,Acer pseudoplatanus,No Code Allocated,NA,Cfb
Bristol,Sorbus intermedia,30,NA,Cfb
Bristol,Robinia pseudoacacia,41,NA,Cfb
Bristol,Acer pseudoplatanus,45,NA,Cfb
Bristol,Betula pendula,17,NA,Cfb
Bristol,Betula pendula,18,NA,Cfb
Bristol,Acer platanoides,13,NA,Cfb
Bristol,Betula pendula,25,NA,Cfb
Bristol,Prunus japonica cv,7,NA,Cfb
Bristol,Platanus x acerifolia,87,NA,Cfb
Bristol,Fraxinus excelsior,35,NA,Cfb
Bristol,Thuja plicata Atrovirens,25,NA,Cfb
Bristol,Aesculus hippocastanum,21,NA,Cfb
Bristol,Quercus robur,48,NA,Cfb
Bristol,Prunus Tai-haku,24,NA,Cfb
Bristol,Acer pseudoplatanus,37,NA,Cfb
Bristol,Cedrus atlantica Glauca,15,NA,Cfb
Bristol,Metasequoia glyptostroboides,45,NA,Cfb
Bristol,Chamaecyparis obtusa,15,NA,Cfb
Bristol,Acer platanoides,42,NA,Cfb
Bristol,Cupressus - Species Unknown,24,NA,Cfb
Bristol,Salix alba,29,NA,Cfb
Bristol,Salix alba,33,NA,Cfb
Bristol,Prunus - Species Unknown,31,NA,Cfb
Bristol,ZZ Tree stump,53,NA,Cfb
Bristol,Sorbus - Species Unknown,15,NA,Cfb
Bristol,Acer platanoides,65,NA,Cfb
Bristol,Tilia x euchlora,54,NA,Cfb
Bristol,Prunus cerasifera Pissardii,6,NA,Cfb
Bristol,Acer platanoides,39,NA,Cfb
Bristol,Salix fragilis,41,NA,Cfb
Bristol,Populus alba,25,NA,Cfb
Bristol,Juglans regia,6,NA,Cfb
Bristol,Tilia x euchlora,44,NA,Cfb
Bristol,Salix fragilis,109,NA,Cfb
Bristol,Salix fragilis,90,NA,Cfb
Bristol,Tilia - Species Unknown,76,NA,Cfb
Bristol,Sorbus - Species Unknown,25,NA,Cfb
Bristol,Quercus rubra,41,NA,Cfb
Bristol,Acer platanoides,46,NA,Cfb
Bristol,Crataegus monogyna,40,NA,Cfb
Bristol,Castanea sativa,30,NA,Cfb
Bristol,Fraxinus excelsior,28,NA,Cfb
Bristol,Malus James Grieve,3,NA,Cfb
Bristol,Malus - Species Unknown,10,NA,Cfb
Bristol,Acer pseudoplatanus,45,NA,Cfb
Bristol,Acer pseudoplatanus,40,NA,Cfb
Bristol,Betula pendula,34,NA,Cfb
Bristol,Prunus padus,20,NA,Cfb
Bristol,Taxus baccata,100,NA,Cfb
Bristol,Acer pseudoplatanus,43,NA,Cfb
Bristol,Tilia x europea,54,NA,Cfb
Bristol,Tilia x europea,50,NA,Cfb
